isbn,title,author,publisher,issue_year,price,category_id,thumbnail
24052,DIME (ダイム) 2011-08 モバイルポイント新時代,編集部,小学館,2011,,10,
2417037136743,2017年度基幹技術研修　MDE　メカ入門２　樹脂金型基礎,人材開発部,人事センター,2017,,16,
2433955379213,2017年度基幹技術研修　MLA　使える画像認識技術--機械学習による物体認識と顔・身体認識--,人材開発部,人事センター,2017,,16,
2439554031611,基本動詞まわり活用辞典　工業英語別冊49,岡地　栄,INTER PRESS,1981,,8,
25 80554,日経DI　ドラッグインフォメーション 2014-06 発表！薬局ツールグランプリ,編集部,日経BP社,2014,,10,
25251,ニューズウィーク日本版 2013-11 高齢化時代の仕事,編集部,阪急コミュニケーションズ,2013,,10,
25254,Newsweek (ニューズウィーク日本版) 2013-04,編集部,阪急コミュニケーションズ,2013,,10,
2533237371549,MEETUP　B-A022-1,PORTみなとみらい,ロジクール,2021,,20,
2576967018427,モバイルモニターLENOVO（14インチ）C-SC０１２,***No Record***,***No Record***,***No Record***,,17,
2580053457430,モバイルモニター B-A016-4,PORTみなとみらい,GECHIC (ゲシック),2021,,20,
2593846229886,VAIO ACアダプター10.5V　C-SC-005-2,***No Record***,VAIO,***No Record***,,17,
26101,婦人公論 2011-07 お金があっても不幸な人無くても幸せな人,編集部,中央公論新社,2011,,10,
2651965317475,電源タップ 3個口 小型 １ｍ B-A002-3,PORTみなとみらい,ELECOM,2021,,20,
2674446414372,THE ONE THING,GARY KELLER,John Murray,2022,,23,
2683727814659,Logicool製MEETUP,***No Record***,***No Record***,***No Record***,,17,
27 63341,月刊　新医療 2014-07 新技術はHISの従来の難題を解決するか,編集部,エム・イー振興協会,2014,,10,
2720132516299,3Dプリンター(RAISE 3D N2）,PORT みなとみらい,PORT みなとみらい,2022,,26,
27651-2011-03,プレジデント 2011-03,編集部,（株）プレジデント社,2011,,10,
27651-2013-04,プレジデント 2013-04 図解　資料の作り方　実践60分ダメ文書が劇的変身,編集部,（株）プレジデント社,2013,,10,
27651-2016-07,プレジデント 2016-07 一流の勉強法,編集部,（株）プレジデント社,2016,,10,
27653- 2018-12,PRESIDENT 2018-12-17 話がうまい人入門！,編集部,プレジデント社,2018,,10,
27653-2016-05,プレジデント 知らなきゃ大損！病院のウラ側,編集部,プレジデント社,2016,,10,
27653-2018-06,プレジデント どんどん話が弾む「聞く力」,編集部,プレジデント社,2018,,10,
27653-2018-12,プレジデント モテる、伝わる、失敗しても許される　話がうまい人入門！,編集部,プレジデント社,2018,,10,
27653-2019-07,プレジデント 眼医者、メガネ屋のナゾ,編集部,プレジデント社,2019,,10,
27655,プレジデント 2018-07 速い！うまい！伝わる！できる人の資料術,編集部,プレジデント社,2018,,10,
27751,BRUTUS(ブルータス) 2016-08 一流が育つ仕事場,編集部,マガジンハウス,2016,,10,
27753,BRUTUS 2017-02 みんなのZEN。,編集部,株式会社マガジンハウス,2017,,10,
2784485301239,HDMIケーブル　3m　　C-SC001-5,PORT,***No Record***,***No Record***,,17,
2788567661114,マイク　C-SC021,***No Record***,***No Record***,***No Record***,,17,
27963,Pen (ペン) 2016-12 手に取りたくなるデジタルと家電,編集部,阪急コミュニケーションズ,2016,,10,
2857297373021,2017年度基幹技術研修 DEV　TVセットを解体して学ぶ、ディスプレイ技術講座,人材開発部,人事センター,2017,,16,
2914931090729,THE POWER OF HABIT,Charles Duhigg,Random House,2022,,23,
2917864364587,2017年度基幹技術研修　MLA　使える画像認識技術--イメージセンサ、カメラ信号処理、画像処理技術--,人材開発部,人事センター,2017,,16,
2979438007237,オーディオ小辞典,中島平太郎,講談社,1981,,14,
3000909032461,2017年度基幹技術研修　ODE　プロジェクタ工学系Ⅱ--高画質・高臨場感を実現する設計技術--,人材開発部,人事センター,2017,,16,
3067443720804,Annual Report 2009 Heidelberg Collaboratory for Image Processing,UNIVERSITÄT HEIDELBERG,UNIVERSITÄT HEIDELBERG,2009,,11,
3099506735162,In Memory of Mr.Ibuka  Founder and Chief Advisor of Sony Corporation,"Corporate Communications, Sony",Sony Corporation,1998,,21,
3117120436859,2017年度基幹技術研修　AUV　ものを見るしくみ--視覚はなぜ間違える--,人材開発部,人事センター,2017,,16,
3142910359548,ACアダプター　Type-C  65W B-A00５-1,PORTみなとみらい,ELECOM,2021,,20,
3158579953884,2017年度基幹技術研修 PIT　薄膜技術の基礎--装置とプロセス--,人材開発部,人事センター,2017,,16,
3196799479523,MEETUP　B-A022-2,PORTみなとみらい,ロジクール,2021,,20,
3213796945207,済中物語　時代の中心へ、地域の中心へ、「済生の精神」を未来につなぐ,株式会社出版文化社,東京都済生会中央病院,2015,,12,
3265850644300,2017年度基幹技術研修　MLA　カメラ映像によるユーザー行動センシング--ジェスチャUIから監視・モニタリングの映像処理まで--,人材開発部,人事センター,2017,,16,
3272661986040,ACコンセント　B-A019-1,PORTみなとみらい,ELECOM,2021,,20,
3272661986047,GENRYU 源流 [English] Sony 50th Anniversary,ソニー株式会社　広報センター,ソニー株式会社　広報センター,1996,,1,
3283348476496,USBケーブル [Type-B]　2m B-A014-4,PORTみなとみらい,***No Record***,2021,,20,
3292172585499,2017年度基幹技術研修　UIA　UIに於ける要素技術とアプリケーションのつなげ方--カメラを使ったリアルタイムインタラクションと演出--,人材開発部,人事センター,2017,,16,
3368969720741,2017年度基幹技術研修　QCT　品質工学２：パラメータ設計,人材開発部,人事センター,2017,,16,
3437951286333,2017年度基幹技術研修　MDE　高精度に組立てるためのメカ設計技術,人材開発部,人事センター,2017,,16,
3453342044117,2017年度基幹技術研修　UIA　ユーザビリティ評価の基礎--ユーザーテストの設計から分析まで--,人材開発部,人事センター,2017,,16,
3492734261091,2017年度基幹技術研修 DEV　プロジェクター要素技術講座,人材開発部,人事センター,2017,,16,
3495587204014,2017年度基幹技術研修　QCT　ハードウェア設計開発に必要な信頼性評価技術の基礎知識とさらなる加速評価技術の提案,人材開発部,人事センター,2017,,16,
3528337665480,マネジメントの基礎,富士ゼロックス総合教育研究所,株式会社富士ゼロックス総合教育研究所,2006,,12,
3555671372690,ELECOM ACコンセント 2個口 USBポートつき,PORTみなとみらい,ELECOM,2021,,20,
3569983450187,BRIO　B-A021-1,PORTみなとみらい,ロジクール,2021,,20,
3575657446810,2017年度基幹技術研修　MDE　メカ実践１－B　設計者向け　設計製図研修--幾何公差の理解と演習--,人材開発部,人事センター,2017,,16,
3614192087278,QRIO　technological Specification Brochure,***No Record***,Sony Corporation,2003,,6,
3635434299274,2017年度基幹技術研修 CST　クラウドサービス開発を支える技術とその運用事例紹介,人材開発部,人事センター,2017,,16,
3686158636175,2017年度基幹技術研修　MLA　機械学習によるビッグデータ解析技術-基礎から実践の勘所まで-,人材開発部,人事センター,2017,,16,
3705783986984,HDMIケーブル　2m B-A009-1,PORTみなとみらい,SONY,2021,,20,
3756938856537,2017年度基幹技術研修 CST　クロスデバイスプラットフォーム開発ハンズオン,人材開発部,人事センター,2017,,16,
3786356508013,剛拳児3,松田隆智・藤原芳秀,天下人出版社,***No Record***,,12,
3834886416103,PROJECT POCKET 2012/3,Design Center,Sony Corporation,2012,,19,
3859538221307,HDMIケーブル　2m B-A009-4,PORTみなとみらい,SONY,2021,,20,
3884519203636,Gabriel Figueroa,ANTONIO SABORIT,GENERAL FUNDACION TELEVISA,2007,,11,
38955-2013-00,日経コンピュータ 特別編集版　IT Japan 2013 新しい価値創造を日本から,編集部,日経BP社,2013,,10,
38955-2013-10,日経コンピュータ 「Suica履歴販売」は何を誤ったのか,編集部,日経BP社,2013,,10,
38955-2013-9,日経コンピュータ 顧客を増やせ！ビッグデータが変える、下剋上の方程式,編集部,日経BP社,2013,,10,
3936317869223,SDカード（容量２５６GB）C-SC０１０-4,***No Record***,***No Record***,***No Record***,,17,
3957755869496,モバイルモニター15.6インチ　C-SC-007-3,***No Record***,GeChic,***No Record***,,17,
3967620081035,2017年度基幹技術研修 WCB　802.11無線LAN--基礎知識から11ax最新規格化動向まで--,人材開発部,人事センター,2017,,16,
3994211644736,電源タップ　4個口丸型　2.5m B-A001-3,PORTみなとみらい,***No Record***,2021,,20,
4034421833229,2017年度基幹技術研修 WCB　RF・高速アナデジ設計/Sパラメータ活用術,人材開発部,人事センター,2017,,16,
4038746924403,VAIO ACアダプター10.5V　C-SC-005-1,***No Record***,VAIO,***No Record***,,17,
4056980594655,電源タップ 3個口 小型 １ｍ B-A002-1,PORTみなとみらい,ELECOM,2021,,20,
4061099717463,モバイルバッテリー　C-SC016-2,***No Record***,***No Record***,***No Record***,,17,
4076448349521,2017年度基幹技術研修 CST　Amazon AWS IoTハンズオン,人材開発部,人事センター,2017,,16,
4099018290767,書画カメラ C-SC013,***No Record***,***No Record***,***No Record***,,17,
4114867025971,ソニーPCL40年の歩み,企画管理室,ソニーPCL株式会社,1991,,21,
4152513786659,2017年度基幹技術研修 PIT　接着材選定　実践講座--模擬選定、試作、試験実習編--,人材開発部,人事センター,2017,,16,
4178316688288,2017年度基幹技術研修　AUV　VR動画圧縮/配信技術のMPEG標準化最新動向,人材開発部,人事センター,2017,,16,
4187937984882,すべては1人から始まる,トム・ニクソン,英治出版,2022,,23,
4225835450319,2017年度基幹技術研修　MDE　メカ実践３　樹脂成形立会いのチェックポイント,人材開発部,人事センター,2017,,16,
4228345339682,2017年度基幹技術研修 WCB　Bluetooth/Bluetooth low energy技術とその最新動向,人材開発部,人事センター,2017,,16,
4269479142179,2017年度基幹技術研修　QCT　半導体デバイス開発に必要な信頼性技術--高信頼性デバイスを実現するための信頼性造り込み技術--,人材開発部,人事センター,2017,,16,
4309524387821,2017年度基幹技術研修　UIA　聴覚認知--音色から３D臨場感、AR・VRまで--,人材開発部,人事センター,2017,,16,
43-2018-08MNT,WIRED (ワイアード) 2018-08New Economy ぼくらは地球をこうアップデートする,編集部,コンデナスト・ジャパン,2018,,21,
43-2019-09MNT,WIRED (ワイアード) 2019-09日本にウェルビーイングを,編集部,コンデナスト・ジャパン,2019,,21,
4337251488789,ヘッドセット,PORT品川,Logicool,2018,,17,
4342029033414,電源タップ 3個口 小型 １ｍ B-A002-2,PORTみなとみらい,ELECOM,2021,,20,
4343802660077,証　太陽の家と共に,企画編集ハヌマン,太陽の家企業会,2015,,12,
4363970335294,ソニー　カラーテレビジョン（基礎編）,技術教育センター,ソニー株式会社,1979,,11,
4395089524886,デジタルカメラ　C-SC015-2,***No Record***,***No Record***,***No Record***,,17,
4450313769856,マイクスピーカー　B-A018－２,PORTみなとみらい,Jabra,2021,,20,
4480820701628,剛拳児4,松田隆智・藤原芳秀,天下人出版社,***No Record***,,12,
4501928518230,オーディオに強くなる　新しい音の創造,中島平太郎,講談社,1973,,14,
4515781710499,ELECOM ACコンセント 2個口 USBポートつき,みなとみらい,ELECOM,2021,,20,
4515981722716,モバイルモニター15.6インチ　C-SC-007-1,***No Record***,GeChic,***No Record***,,17,
4519399802497,2017年度基幹技術研修　MDE　CAE入門２　構造最適化--Simulationで設計の最適解を見つけてみませんか？,人材開発部,人事センター,2017,,16,
